id,cond,llm,n_annot,consistency,coherence,originality,surprisingness,enjoyment,quality,coherence_comp,creativity_comp,attract_comp,overall,n_words,n_sentences,mean_word_length,mean_sentence_length,ttr,hapax_ratio,comma_density,flesch_approx,adjacent_sentence_similarity,semantic_distinctiveness,s_novelty,s_transience,s_resonance,ntr_unit,n_units_total,n_units_used
conv_f2ddc5e921694149b31463498101fd61,LLM-LLM,2,0,,,,,,,,,,,574.0,31.0,4.799651567944251,18.516129032258064,0.5452961672473867,0.4128919860627177,81.88153310104529,58.19339384062047,0.0527898098421907,0.5438654929724822,-3.096144608656566,-0.6608449856440226,-2.4352996230125425,sentence,32,30
conv_fa25b39e0e4d408c9d4c4f4648a5b636,LLM-LLM,2,0,,,,,,,,,,,516.0,28.0,4.7984496124031,18.428571428571427,0.5891472868217055,0.4496124031007752,62.01550387596899,60.902093023255816,0.054080268696387,0.6638566189395894,-4.2060916636671335,-1.1382985029901778,-3.067793160676956,sentence,30,28
conv_facbf30cfd734550a3be5964ab1ff135,LLM-LLM,2,0,,,,,,,,,,,622.0,11.0,4.536977491961415,56.54545454545455,0.4405144694533762,0.319935691318328,83.60128617363344,25.125608009353996,0.1709086673818008,0.5673779811551712,-1.7434650659561155,-0.2878512938817342,-1.4556137720743816,sentence,11,9
conv_ff5282570c5a4bfda8b8840e73065641,LLM-LLM,2,0,,,,,,,,,,,577.0,28.0,4.52686308492201,20.607142857142858,0.4696707105719237,0.3483535528596187,86.65511265164645,63.49067374350089,0.0870818566810281,0.5095191017747,-2.7988409907729537,-0.7100571901709946,-2.0887838006019592,sentence,29,27
conv_006cb479-ccd3-40d1-83fb-4b614573f636,H-LLM,1,2,4.5,5.0,3.0,5.0,2.0,2.5,4.75,4.0,2.25,3.6666666666666665,473.0,23.0,4.678646934460888,20.565217391304348,0.4735729386892177,0.3298097251585624,61.3107822410148,60.93931703281552,0.1289157259539032,0.7099772061676617,-2.099675184204465,-0.444485448655628,-1.6551897355488367,sentence,23,21
conv_02b6fce3-98d8-456f-b0e8-3708b9ca1968,H-LLM,1,2,5.0,5.0,3.5,5.0,4.0,5.0,5.0,4.25,4.5,4.583333333333333,470.0,39.0,4.593617021276596,12.051282051282053,0.5170212765957447,0.3595744680851064,78.72340425531915,74.54294871794873,0.0596889091503637,0.6634911666996857,-3.4039153393946195,-0.6030038877537376,-2.800911451640882,sentence,40,38
conv_07ec1a21-00a8-494b-9747-ef2f719abd5a,H-LLM,1,2,4.5,4.5,2.5,4.5,3.0,3.5,4.5,3.5,3.25,3.75,441.0,33.0,4.403628117913832,13.363636363636363,0.5850340136054422,0.4444444444444444,49.88662131519275,75.67499072356217,0.0525177309510972,0.6488572659189769,-3.502306403535785,-0.8158562544620398,-2.686450149073745,sentence,35,33
conv_11293fd2-d757-471f-8e2e-783542167a8e,H-LLM,1,2,4.0,4.5,4.0,4.0,3.5,3.5,4.25,4.0,3.5,3.9166666666666665,488.0,18.0,4.409836065573771,27.11111111111111,0.5061475409836066,0.375,114.75409836065576,57.271320582877976,0.13406821742215,0.6036828912065031,-2.798080027103424,-0.5569000780582428,-2.241179949045182,sentence,22,20
conv_155f7493-3058-435d-a672-40e7e8ec213a,H-LLM,1,2,3.5,3.5,4.5,3.0,5.0,4.5,3.5,3.75,4.75,4.0,443.0,42.0,4.318284424379232,10.547619047619047,0.5507900677200903,0.3972911963882618,65.4627539503386,76.96347817908203,0.0662861960645215,0.6227607816481937,-4.049446799034296,-1.2369680487832355,-2.8124787502510604,sentence,45,43
conv_18ba473d-8913-4785-95cf-9a5400887bb9,H-LLM,1,0,,,,,,,,,,,414.0,28.0,4.454106280193237,14.785714285714286,0.5893719806763285,0.4710144927536231,62.80193236714976,74.94054347826089,0.0679418859121668,0.6330453879922717,-3.0416138538947473,-0.7325270175933838,-2.3090868363013635,sentence,28,26
conv_18be1999-da21-4ab6-8f9e-e52e6d9c8070,H-LLM,1,2,4.0,3.5,2.5,4.0,2.0,3.5,3.75,3.25,2.75,3.25,463.0,19.0,4.524838012958964,24.36842105263158,0.550755939524838,0.4341252699784017,71.27429805615552,60.04316926224851,0.0878324826963501,0.6120364044022109,-2.1387331816885204,-0.6779878404405382,-1.4607453412479825,sentence,20,18
conv_193bbf9f-e759-475a-ae86-76613053567a,H-LLM,1,2,3.5,3.5,4.0,2.5,3.0,3.5,3.5,3.25,3.25,3.3333333333333335,413.0,32.0,4.336561743341404,12.90625,0.5254237288135594,0.3656174334140435,67.79661016949153,75.54096738801456,0.067089449511184,0.5908131379730146,-3.6607700095457183,-0.7984433910425972,-2.862326618503122,sentence,36,34
conv_1a776856-1876-44eb-b0f6-31b31250ddca,H-LLM,1,2,5.0,5.0,4.5,5.0,3.5,4.0,5.0,4.75,3.75,4.5,469.0,12.0,4.660980810234541,39.083333333333336,0.4840085287846482,0.3454157782515991,81.02345415778252,37.46946783937457,0.1623505093484493,0.6123188007633893,-1.5853522777557374,-0.2844211101531982,-1.300931167602539,sentence,12,10
conv_1bb594f6-281e-43c0-aad7-d82e4a2ab88d,H-LLM,1,0,,,,,,,,,,,463.0,33.0,4.371490280777538,14.030303030303031,0.5248380129589633,0.3952483801295896,64.79481641468684,73.82534393612148,0.0691722993366625,0.5684657283367328,-3.047915380341666,-0.7055123022624424,-2.3424030780792235,sentence,37,35
conv_20c3db22-5b6d-42fa-bdee-f1e1a84fe6e8,H-LLM,1,2,3.5,4.5,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.6666666666666665,459.0,20.0,4.742919389978214,22.95,0.5228758169934641,0.4030501089324618,56.644880174291934,51.75643627450981,0.0930207083703537,0.6319574064406822,-2.3560917841063604,-0.4463149640295241,-1.9097768200768368,sentence,20,18
conv_23ed55f8-cc91-439f-8c8e-e24f66457596,H-LLM,1,2,3.0,4.0,3.0,4.0,3.0,3.5,3.5,3.5,3.25,3.4166666666666665,463.0,35.0,4.496760259179266,13.228571428571428,0.5053995680345572,0.3650107991360691,69.11447084233262,70.07106695464365,0.0841128869317296,0.6479106202998115,-3.639181671823774,-0.7685913188116891,-2.870590353012085,sentence,37,35
conv_29031421-8265-472f-b4ce-f147dd80edca,H-LLM,1,2,4.0,4.5,4.0,4.5,5.0,4.5,4.25,4.25,4.75,4.416666666666667,465.0,39.0,4.372043010752688,11.923076923076923,0.5440860215053763,0.4086021505376344,47.31182795698925,79.20404466501243,0.033222028243471,0.5568277569076692,-3.8185784135546,-1.0418383393968855,-2.776740074157715,sentence,44,42
conv_2ce635fa-cb6c-424f-9565-859a944eed92,H-LLM,1,2,3.5,4.5,4.5,4.5,4.0,4.0,4.0,4.5,4.0,4.166666666666667,460.0,26.0,4.673913043478261,17.692307692307693,0.5478260869565217,0.4108695652173913,65.21739130434783,62.16122073578599,0.0648302333235685,0.7279852128882711,-2.521582464377085,-0.5052160322666168,-2.0163664321104684,sentence,26,24
conv_2f306db5-d066-4651-b17c-762d7f601570,H-LLM,1,2,3.5,4.0,3.0,4.0,3.0,4.0,3.75,3.5,3.5,3.5833333333333335,461.0,26.0,4.377440347071584,17.73076923076923,0.5119305856832972,0.368763557483731,78.09110629067246,72.12330176873022,0.1127345971243399,0.5742792317735811,-2.678046027819315,-0.7021517604589462,-1.9758942673603697,sentence,26,24
conv_328804bd-df9e-47da-ad43-e4da646b9ceb,H-LLM,1,2,4.0,4.5,2.0,4.5,1.0,3.5,4.25,3.25,2.25,3.25,435.0,14.0,4.685057471264368,31.071428571428573,0.5172413793103449,0.4,78.16091954022988,49.856120689655185,0.1840337081153156,0.5751620629905856,-1.933016978777372,-0.4111892718535203,-1.5218277069238515,sentence,15,13
conv_33502e38-922d-4e7d-a252-ab236947c3d2,H-LLM,1,2,4.0,4.0,4.0,4.5,4.0,4.5,4.0,4.25,4.25,4.166666666666667,497.0,24.0,4.173038229376258,20.708333333333332,0.4849094567404426,0.3661971830985915,70.42253521126761,72.10819458417173,0.1163303498623668,0.5714925152983625,-2.437620644984038,-1.0326748205267864,-1.4049458244572517,sentence,25,23
conv_396737da-f9a2-4564-9edf-3712ef73724d,H-LLM,1,0,,,,,,,,,,,436.0,26.0,4.76605504587156,16.76923076923077,0.5481651376146789,0.4105504587155963,68.80733944954129,63.30230416372622,0.0743524956417842,0.6772384485544234,-2.950964852615639,-0.5882722934087118,-2.362692559206927,sentence,29,27
conv_3b65e0a1-1bf7-4f16-825f-63867d60f8d3,H-LLM,1,2,3.0,3.5,3.0,3.0,2.5,3.5,3.25,3.0,3.0,3.0833333333333335,540.0,27.0,4.564814814814815,20.0,0.5425925925925926,0.4185185185185185,103.7037037037037,65.27500000000003,0.0612732811397356,0.6036828912065031,-2.411422691345215,-0.7374637413024903,-1.6739589500427243,sentence,27,25
conv_3c43f51a-ffcf-4161-8d6d-b76bf669acb6,H-LLM,1,2,5.0,5.0,5.0,4.5,4.5,4.5,5.0,4.75,4.5,4.75,495.0,29.0,4.721212121212122,17.06896551724138,0.5131313131313131,0.3838383838383838,80.80808080808082,59.27727272727276,0.0945604420674467,0.6661385935120535,-2.4315207472869327,-1.0962953226906913,-1.3352254245962416,sentence,30,28
conv_3c5b888e-d991-4bce-adad-5584923b75b5,H-LLM,1,2,3.5,3.5,5.0,3.0,5.0,4.5,3.5,4.0,4.75,4.083333333333333,485.0,34.0,4.389690721649485,14.264705882352942,0.511340206185567,0.3773195876288659,41.23711340206186,76.18395239539117,0.0524892561521281,0.6453706270111371,-3.2357096780430186,-0.5679986802014437,-2.6677109978415747,sentence,35,33
conv_40197f84-33aa-433b-93b1-045691051ebc,H-LLM,1,2,3.0,5.0,2.0,4.0,1.5,3.0,4.0,3.0,2.25,3.0833333333333335,424.0,30.0,4.2665094339622645,14.133333333333333,0.5212264150943396,0.3773584905660377,94.33962264150944,79.75617610062893,0.057178258717262,0.6019745351326253,-4.123798718819251,-0.922600168448228,-3.201198550371023,sentence,41,39
conv_41180468-5036-4f69-af66-b7465bcb7316,H-LLM,1,2,3.0,3.5,4.5,4.0,3.5,3.5,3.25,4.25,3.5,3.6666666666666665,426.0,20.0,4.845070422535211,21.3,0.5938967136150235,0.4624413145539906,42.25352112676056,59.50704929577468,0.0687706168448351,0.7204479294112058,-2.818828370836046,-1.0589611530303955,-1.7598672178056505,sentence,20,18
conv_412eb7ca-cafa-4e38-8b2d-0a40272af090,H-LLM,1,2,4.5,5.0,3.5,5.0,3.5,5.0,4.75,4.25,4.25,4.416666666666667,414.0,23.0,4.642512077294686,18.0,0.5893719806763285,0.4492753623188406,45.893719806763286,65.34326086956523,0.0500142968450562,0.7229139005946102,-2.927849233150482,-0.9647336602211,-1.9631155729293823,sentence,22,20
conv_46b5cd4c-130a-4b4c-84e1-30f78572d0bb,H-LLM,1,2,4.0,4.0,3.0,4.5,2.5,4.0,4.0,3.75,3.25,3.6666666666666665,456.0,17.0,4.4868421052631575,26.823529411764707,0.5745614035087719,0.4561403508771929,54.82456140350877,58.83148606811149,0.1204775320469516,0.6605061531520491,-1.759388796488444,-0.435524559020996,-1.323864237467448,sentence,17,15
conv_47dd4912-f9ef-4d2c-a033-aeb851e8f164,H-LLM,1,1,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.666666666666667,671.0,35.0,5.180327868852459,19.17142857142857,0.526080476900149,0.3874813710879284,64.08345752608048,44.40073919523101,0.0457159685214767,0.5441444207577322,-2.684523178685096,-0.3847724891478015,-2.2997506895372943,sentence,33,31
conv_47df141a-738b-422a-8ad6-f222255c695e,H-LLM,1,2,4.5,3.0,4.5,3.0,4.5,3.0,3.75,3.75,3.75,3.75,525.0,31.0,4.84,16.93548387096774,0.5333333333333333,0.4152380952380952,72.38095238095238,50.579198156682054,0.056888867781703,0.6690259295151721,-2.4464681724022173,-0.5131020874812685,-1.9333660849209489,sentence,31,29
conv_491b62e9-789d-4b72-b887-557f2ccffc18,H-LLM,1,2,3.5,5.0,4.0,5.0,3.5,3.5,4.25,4.5,3.5,4.083333333333333,500.0,21.0,4.636,23.80952380952381,0.476,0.34,80.0,59.99833333333336,0.1093855475301068,0.6989989619943712,-2.2342423068152533,-0.8290399395757251,-1.4052023672395282,sentence,20,18
conv_49c214f3-8828-46e2-b76b-6c4f3ccaf016,H-LLM,1,2,5.0,5.0,1.5,5.0,3.0,4.5,5.0,3.25,3.75,4.0,503.0,25.0,4.530815109343936,20.12,0.4751491053677932,0.345924453280318,61.63021868787277,64.47483021868788,0.1211185790137852,0.5591025522175854,-2.5382549037104067,-0.3615495121997336,-2.1767053915106733,sentence,25,23
conv_4aa46faf-273a-4707-be30-a0b216440d87,H-LLM,1,2,4.0,4.5,2.0,3.5,2.5,4.0,4.25,2.75,3.25,3.4166666666666665,429.0,16.0,4.729603729603729,26.8125,0.4965034965034965,0.3659673659673659,81.58508158508158,54.3965362762238,0.1042855392516823,0.6060062737397669,-2.4753297487894694,-0.4721157073974609,-2.0032140413920083,sentence,17,15
conv_4d1bd73a-bbc9-4e37-8ba0-3cdd7adbc66a,H-LLM,1,2,3.0,2.5,5.0,2.0,4.0,2.0,2.75,3.5,3.0,3.0833333333333335,481.0,36.0,4.343035343035343,13.36111111111111,0.4802494802494803,0.3471933471933472,76.92307692307693,76.48677783552786,0.0601684231671309,0.6626650645101182,-3.523554687914641,-0.8716522869856461,-2.651902400928995,sentence,25,23
conv_58838068-7cd4-4f6c-b158-aabb542ab4b9,H-LLM,1,2,4.0,5.0,5.0,4.5,4.5,4.0,4.5,4.75,4.25,4.5,411.0,28.0,4.608272506082725,14.678571428571429,0.5255474452554745,0.3819951338199513,85.1581508515815,63.49245437956205,0.0702783271692276,0.6834151731181599,-3.6643798227967888,-0.8836833074175078,-2.780696515379281,sentence,31,29
conv_58c2f2e6-db2a-406d-9bc9-04aaf1b0c35a,H-LLM,1,2,4.5,5.0,2.0,5.0,1.5,5.0,4.75,3.5,3.25,3.8333333333333335,434.0,21.0,4.313364055299539,20.666666666666668,0.5,0.3755760368663594,55.29953917050692,68.50994623655916,0.1010910583476649,0.5397644734966083,-2.167370877767864,-0.419396394177487,-1.747974483590377,sentence,21,19
conv_5b956e03-a900-47aa-88a9-54cb6be40071,H-LLM,1,2,4.0,3.5,4.5,2.5,5.0,4.0,3.75,3.5,4.5,3.9166666666666665,517.0,19.0,4.539651837524178,27.210526315789473,0.5067698259187621,0.3733075435203095,75.43520309477756,51.74358851674643,0.110303530148025,0.6894942609147838,-2.4639628483698917,-0.7702715763678918,-1.693691272002,sentence,15,13
conv_5e234f25-eb78-4ec3-8113-c66645149ddc,H-LLM,1,2,5.0,5.0,4.5,5.0,4.5,5.0,5.0,4.75,4.75,4.833333333333333,499.0,39.0,4.246492985971944,12.794871794871796,0.5190380761523046,0.3927855711422846,46.09218436873747,83.47826524844562,0.0862427174598916,0.6019745351326253,-3.378836307770167,-0.887595784969819,-2.491240522800348,sentence,41,39
conv_5f17f002-84ad-4315-8c69-20ec83de1223,H-LLM,1,2,2.0,5.0,2.5,4.5,3.0,3.0,3.5,3.5,3.0,3.3333333333333335,503.0,19.0,4.421471172962226,26.473684210526315,0.5387673956262425,0.4135188866799205,101.39165009940358,62.398802971643846,0.1015590874316684,0.6525714043079189,-1.6572226115635462,-0.6020445312772479,-1.0551780802862984,sentence,16,14
conv_61dd4f08-b460-4c98-8368-fb09762cbe5e,H-LLM,1,2,1.0,4.0,2.0,4.0,2.5,1.5,2.5,3.0,2.0,2.5,431.0,20.0,4.039443155452436,21.55,0.580046403712297,0.4385150812064965,62.64501160092807,75.43321171693735,0.0559919023673671,0.2201225105622515,-2.7335389601556876,-0.6181875090850028,-2.1153514510706852,sentence,21,19
conv_62a271e6-a272-4e74-9d10-2dc0c15c530f,H-LLM,1,2,4.5,5.0,4.0,5.0,3.5,4.5,4.75,4.5,4.0,4.416666666666667,428.0,23.0,4.654205607476635,18.60869565217391,0.5560747663551402,0.411214953271028,56.074766355140184,66.58175335229582,0.0945830802081423,0.6752413212286308,-2.633658070455898,-0.9962032789533788,-1.637454791502519,sentence,24,22
conv_634a773b-4e50-4e24-87f3-a5fbebcc6d74,H-LLM,1,2,3.5,4.5,2.0,4.5,2.5,4.0,4.0,3.25,3.25,3.5,456.0,34.0,4.326754385964913,13.411764705882351,0.5087719298245614,0.3596491228070175,83.33333333333333,72.81547987616099,0.0868992612035391,0.558821759704393,-3.0516530293406863,-0.9837900960084164,-2.06786293333227,sentence,35,33
conv_6419c979-eb60-46a6-8770-2c3a25c7e2b3,H-LLM,1,0,,,,,,,,,,,397.0,27.0,4.430730478589421,14.703703703703704,0.5390428211586902,0.4080604534005038,62.97229219143577,75.13290698759215,0.0566080825019964,0.6330453879922717,-3.1958986377716063,-0.8841460514068603,-2.311752586364746,sentence,27,25
conv_68f643620b5081968ccd202f0b32a9250787a797b4322e0b,H-LLM,1,2,3.5,5.0,1.5,4.5,1.5,3.5,4.25,3.0,2.5,3.25,713.0,37.0,4.6016830294530155,19.27027027027027,0.4544179523141655,0.3155680224403927,77.13884992987377,61.38423107539519,0.0851838000806943,0.4117112674880728,-3.0140186935663222,-0.6785742163658142,-2.3354444772005083,sentence,42,40
conv_68f73dbdcc8081958c0890edef7c670804df05d299f21c4d,H-LLM,1,1,5.0,4.0,2.0,4.0,1.0,5.0,4.5,3.0,3.0,3.5,848.0,52.0,4.586084905660377,16.307692307692307,0.4386792452830189,0.2995283018867924,81.36792452830188,63.28292815674894,0.0726416577677158,0.5186426676616652,-3.534089948001661,-0.9152578575569288,-2.618832090444732,sentence,59,57
conv_68f8cb66e7d0819089538cdf28e940fb0be0c7c5bc28f178,H-LLM,1,2,4.5,5.0,1.5,5.0,3.0,4.5,4.75,3.25,3.75,3.9166666666666665,479.0,28.0,4.580375782881002,17.107142857142858,0.5281837160751566,0.3924843423799583,87.68267223382047,67.78147964509395,0.0928072253087623,0.6703565948405936,-3.1259032360145023,-0.5987808917249952,-2.527122344289507,sentence,30,28
conv_6910e16399d48194987708b3589ca9eb0edd24df36992831,H-LLM,1,2,2.5,4.0,5.0,3.0,3.0,4.0,3.25,4.0,3.5,3.5833333333333335,456.0,30.0,4.701754385964913,15.2,0.5285087719298246,0.418859649122807,54.82456140350877,63.02278947368421,0.0938440427644811,0.6453559853432277,-2.9973721833064637,-0.5882740801778333,-2.4090981031286307,sentence,31,29
conv_69120b0be9a881908567c1dfa912a6d90a309a13d5ea8eef,H-LLM,1,2,3.5,4.0,2.5,4.0,3.5,4.0,3.75,3.25,3.75,3.5833333333333335,534.0,37.0,4.359550561797753,14.432432432432432,0.5093632958801498,0.3801498127340824,44.9438202247191,73.04900242939568,0.074129661532285,0.6132809152371679,-2.8598940206898584,-0.781898084614012,-2.077995936075846,sentence,38,36
conv_691249fd97308197b06e97ca5d649f45080645ae33d1bf00,H-LLM,1,2,2.0,3.0,3.5,3.0,2.5,2.5,2.5,3.25,2.5,2.75,428.0,30.0,4.7827102803738315,14.266666666666667,0.5677570093457944,0.4509345794392523,53.73831775700935,61.50106230529596,0.0581996975934971,0.6222164605295006,-2.870493471622467,-0.5630800213132586,-2.3074134503092085,sentence,30,28
conv_6912d3d2074c8197adc6c9e56408225c0a4f5cb536497774,H-LLM,1,2,3.0,4.0,3.5,4.0,4.5,4.5,3.5,3.75,4.5,3.9166666666666665,440.0,29.0,4.829545454545454,15.172413793103448,0.6068181818181818,0.475,77.27272727272727,59.72818181818184,0.0540985413499317,0.6060015026366412,-3.208039394131413,-0.7011857121079056,-2.506853682023507,sentence,29,27
conv_69160b265818819398e86c4bd8abc0080d0aba9e942fed0d,H-LLM,1,2,2.5,3.0,3.0,2.0,2.0,2.5,2.75,2.5,2.25,2.5,428.0,23.0,4.771028037383178,18.60869565217391,0.514018691588785,0.3738317757009345,77.10280373831775,61.244837464445354,0.0754231295410651,0.6954737737671204,-2.770405346697027,-0.5630577098239552,-2.207347636873072,sentence,24,22
conv_6917421066d8819592863132f4a141a00078d2d8d630f704,H-LLM,1,2,3.0,3.5,2.5,3.5,3.5,4.0,3.25,3.0,3.75,3.3333333333333335,491.0,29.0,4.64969450101833,16.93103448275862,0.5234215885947047,0.3991853360488798,75.35641547861508,64.73146639511202,0.0781119577501133,0.6608728855963266,-2.7654178830293508,-0.5053724096371577,-2.2600454733921933,sentence,28,26
conv_691b61ab394c819483ac4af28c7f29d00b3e16b70554a02a,H-LLM,1,2,5.0,4.5,5.0,4.5,4.5,4.5,4.75,4.75,4.5,4.666666666666667,479.0,29.0,4.9102296450939455,16.517241379310345,0.5615866388308977,0.4384133611691023,52.19206680584551,54.60402922755745,0.0641847650810226,0.6899813368655314,-3.176172106354325,-0.5480393745281078,-2.628132731826217,sentence,29,27
conv_691b6cdacf7881969d8f99f8456a61890249fb5f6bbd90ca,H-LLM,1,2,5.0,4.0,3.0,5.0,3.0,4.0,4.5,4.0,3.5,4.0,465.0,34.0,4.438709677419355,13.676470588235292,0.5311827956989247,0.410752688172043,73.11827956989248,69.964995256167,0.0578547416250539,0.6896759305784415,-2.6207512244582176,-0.3890095390379429,-2.2317416854202747,sentence,34,32
conv_691b7e95a50c8195930023ad653f234c0f03c18c9e706226,H-LLM,1,2,4.5,4.0,3.5,4.5,4.5,4.0,4.25,4.0,4.25,4.166666666666667,447.0,37.0,4.973154362416107,12.08108108108108,0.5458612975391499,0.4295302013422818,67.11409395973155,53.57270270270271,0.0733404191146436,0.6935074127280838,-3.252176186016628,-0.3521872043609619,-2.8999889816556657,sentence,37,35
conv_691b8b725ae48193abaaaa9270b26d500f7b1fcbf105c42b,H-LLM,1,2,4.0,5.0,1.5,5.0,4.0,4.5,4.5,3.25,4.25,4.0,478.0,30.0,4.485355648535565,15.933333333333334,0.5230125523012552,0.3828451882845188,66.94560669456067,72.25806415620643,0.0862846565725951,0.6665810885024486,-3.7500868240992222,-0.92404719916257,-2.826039624936653,sentence,35,33
conv_691baa2b46788193b872ed7306db511f03e0f1b6d7bfd4c7,H-LLM,1,2,4.5,3.5,2.0,4.5,2.0,4.0,4.0,3.25,3.0,3.4166666666666665,434.0,22.0,4.7373271889400925,19.727272727272727,0.532258064516129,0.4032258064516129,66.82027649769586,51.91965228320069,0.093432507655346,0.699790031954534,-2.740280270576477,-0.5984154224395752,-2.141864848136902,sentence,22,20
conv_691c84edfb24819590a3e29782cdd10d03ba8eb739f774a6,H-LLM,1,2,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.5,5.0,4.5,483.0,29.0,4.573498964803313,16.655172413793103,0.5817805383022774,0.463768115942029,74.53416149068323,65.74490683229816,0.0618472683096415,0.7095321939788977,-2.497414850271665,-0.5704838450138385,-1.9269310052578263,sentence,28,26
conv_691dc7c061d8819797504b613ba6691208409e48769ea891,H-LLM,1,2,4.0,3.0,2.0,3.0,2.0,2.0,3.5,2.5,2.0,2.6666666666666665,465.0,31.0,4.638709677419355,15.0,0.5591397849462365,0.432258064516129,86.0215053763441,65.34677419354841,0.0787283274444256,0.641918255323075,-2.9890639276215523,-0.6475163806568492,-2.341547546964703,sentence,35,33
conv_691dc83ec728819085d614247e77833604d03bd64a490dfd,H-LLM,1,2,1.5,3.5,4.0,3.5,4.5,3.5,2.5,3.75,4.0,3.4166666666666665,405.0,23.0,4.387654320987655,17.608695652173914,0.5456790123456791,0.4222222222222222,81.4814814814815,70.10439613526573,0.0683320496884119,0.6717755768094666,-3.2237847162329634,-0.3836890199910039,-2.8400956962419595,sentence,25,23
conv_691e9e26b7688197a86e51a9d9a7dfe1052dd4511749a606,H-LLM,1,2,4.0,4.0,2.0,3.5,1.5,4.0,4.0,2.75,2.75,3.1666666666666665,465.0,32.0,4.670967741935484,14.53125,0.5118279569892473,0.3741935483870968,66.66666666666667,65.09481350806453,0.0758532747343453,0.6501302140781209,-2.7727019151051837,-0.6366220951080322,-2.1360798199971516,sentence,32,30
conv_691f065bc31481969cdbdc53f0ca1d3b03f44f568e358927,H-LLM,1,2,2.5,4.0,3.0,3.0,3.0,2.0,3.25,3.0,2.5,2.9166666666666665,436.0,40.0,4.548165137614679,10.9,0.6032110091743119,0.463302752293578,94.03669724770644,69.25957339449543,0.0481676069734905,0.6951406903739364,-3.0974732213550142,-0.7955429818895128,-2.3019302394655017,sentence,47,45
conv_691f06855a5c819598fe92033194bb530743467f5002fa62,H-LLM,1,2,4.5,4.5,3.5,5.0,3.5,4.5,4.5,4.25,4.0,4.25,461.0,28.0,4.145336225596529,16.464285714285715,0.5054229934924078,0.3709327548806941,71.58351409978309,73.9593248373102,0.0733760699015439,0.7397747980075624,-2.7606015375682285,-0.6483619425977979,-2.1122395949704305,sentence,30,28
conv_691f696d0b348190810494e2c5d82fee08324043d78ba0f7,H-LLM,1,2,2.0,3.5,4.0,2.5,4.5,3.0,2.75,3.25,3.75,3.25,493.0,33.0,4.81947261663286,14.93939393939394,0.5537525354969574,0.4259634888438134,70.99391480730223,58.679628741778856,0.0722145114415852,0.6890703817939425,-3.307277533315843,-0.6583171429172638,-2.648960390398579,sentence,33,31
conv_6981ccf5d5f4819394bcd7bad4d79b14001ace58e9b20b81,H-LLM,1,2,5.0,5.0,4.0,5.0,4.5,4.0,5.0,4.5,4.25,4.583333333333333,487.0,30.0,4.478439425051334,16.233333333333334,0.4948665297741273,0.3490759753593429,51.3347022587269,73.44687303216976,0.0965496910551842,0.6547519565835789,-3.4967882940846104,-0.5127309983776461,-2.984057295706964,sentence,33,31
conv_69a0753fc5d08196aa37099ec6c65b69083687b3e71b94b5,H-LLM,1,2,1.5,3.5,3.0,3.0,2.0,4.5,2.5,3.0,3.25,2.9166666666666665,471.0,35.0,4.503184713375796,13.457142857142856,0.505307855626327,0.3736730360934182,50.955414012738856,70.49701910828028,0.0926894554759862,0.6118313239485333,-2.7990838108640728,-0.5424490480711965,-2.2566347627928764,sentence,35,33
conv_69b581c4f16c81978ea543ce298c8c600546e04309837be3,H-LLM,1,2,3.0,3.0,4.5,2.0,4.0,4.0,3.0,3.25,4.0,3.4166666666666665,539.0,38.0,4.601113172541744,14.18421052631579,0.5083487940630798,0.3784786641929499,55.65862708719852,66.87216360706964,0.0573068610255487,0.6838740681926396,-3.137992627280099,-0.5822771957942418,-2.5557154314858574,sentence,37,35
conv_6be7ed36-4c3e-4746-920a-dac8f9012262,H-LLM,1,2,3.5,4.0,2.5,3.5,2.5,2.5,3.75,3.0,2.5,3.0833333333333335,466.0,35.0,3.877682403433477,13.314285714285717,0.4914163090128755,0.3304721030042918,70.81545064377683,82.94160085836911,0.0607893041901653,0.2201225105622515,-3.1135437617430815,-0.4448485954387768,-2.6686951663043046,sentence,39,37
conv_6c680e8e-2455-4bdf-b4cd-fe6c409f373a,H-LLM,1,2,4.0,4.5,3.5,4.5,4.0,3.5,4.25,4.0,3.75,4.0,531.0,27.0,4.11864406779661,19.666666666666668,0.5141242937853108,0.3879472693032015,45.19774011299435,75.02926553672317,0.0673697218857784,0.6798532692960589,-1.8818633508682252,-0.3516913414001464,-1.5301720094680786,sentence,27,25
conv_72037685-9437-4960-b9a0-5f77d2a71e41,H-LLM,1,2,3.5,3.5,2.5,4.5,2.5,2.0,3.5,3.5,2.25,3.0833333333333335,512.0,16.0,4.193359375,32.0,0.48828125,0.3515625,72.265625,60.838984375000024,0.1086838758324455,0.6585593842290589,-2.2228829720441032,-0.659943889169132,-1.5629390828749712,sentence,19,17
conv_73564d95-9f66-42db-a2c0-fed78090bac2,H-LLM,1,2,5.0,4.5,3.5,4.0,3.5,4.0,4.75,3.75,3.75,4.083333333333333,499.0,18.0,4.725450901803607,27.72222222222222,0.531062124248497,0.4048096192384769,66.13226452905812,47.30415887330216,0.1137008191108708,0.6951442092542122,-1.769383393228054,-0.2844985648989677,-1.4848848283290863,sentence,18,16
