id,cond,n_annot,consistency,coherence,originality,surprisingness,enjoyment,quality,coherence_comp,creativity_comp,attract_comp,overall,llm,n_words,n_sentences,mean_word_length,mean_sentence_length,ttr,hapax_ratio,comma_density,flesch_approx,adjacent_sentence_similarity,semantic_distinctiveness,topic_novelty,topic_transience,topic_resonance,topic_entropy,word_novelty,word_transience,word_resonance,s_novelty,s_transience,s_resonance
146,HH,2,2.5,2.5,3.5,3.0,3.0,3.0,2.5,3.25,3.0,2.9166666666666665,0,547.0,39.0,4.204753199268739,14.025641025641026,0.4844606946983547,0.34552102376599636,56.672760511883,78.7678957483711,0.09887483567480529,0.6253574266119992,4.183254041537872,4.272666786768494,-0.08887279067974083,2.196904314445586,4.796724727030174,4.762961221202097,0.03508226582955408,-1.614131350266306,-1.0222072852285284,-0.5472375816769071
150,HH,2,4.5,3.0,5.0,3.0,5.0,4.5,3.75,4.0,4.75,4.166666666666667,0,576.0,39.0,4.258680555555555,14.76923076923077,0.4444444444444444,0.2847222222222222,45.138888888888886,79.19110576923079,0.08934193878059088,0.628397222575588,4.382252843959082,4.510002134539959,-0.10410092566458762,1.8052124846882909,4.796387564574505,4.7659548931113465,0.0032619286851238833,-2.3922700464725493,-1.0576895296573638,-1.226371821604277
154,HH,2,3.0,1.5,5.0,2.0,4.0,2.5,2.25,3.5,3.25,3.0,0,610.0,47.0,4.424590163934426,12.97872340425532,0.5295081967213114,0.4131147540983607,47.540983606557376,75.4989727938612,0.053728457194939266,0.6055308404368808,4.259615943791186,4.213164308468479,-0.023174495421123396,2.048736058232722,4.6548138287254055,4.646130215217976,0.00034097023681800565,-1.8409028280349005,-0.9825506664457775,-0.84890718460083
156,HH,2,2.0,1.0,5.0,1.0,4.0,2.0,1.5,3.0,3.0,2.5,0,462.0,31.0,4.14935064935065,14.903225806451612,0.4199134199134199,0.2662337662337662,19.48051948051948,74.69653749476332,0.12256696185100907,0.6425607757473342,4.228333017205497,4.465961765761998,-0.39590943984087207,1.9170102849713768,4.853025640083621,4.898883868319386,-0.0444463710905648,-2.1021004021167755,-1.174313247203827,-0.8319094816843668
157,H-LLM,2,3.5,4.0,3.5,3.5,3.5,3.5,3.75,3.5,3.5,3.5833333333333335,1,696.0,16.0,3.9913793103448274,43.5,0.39511494252873564,0.23132183908045978,86.20689655172414,50.49025862068967,0.1993838719748568,0.6367417352629222,5.9644052714837645,6.185623125368685,-0.30234064724084647,1.5976362982242098,4.351583965073964,4.439356359936943,-0.1553971214967731,-2.5057416363075995,-1.174630157998763,-1.317127914532371
158,LLM-LLM,2,4.5,5.0,4.5,4.5,4.5,5.0,4.75,4.5,4.75,4.666666666666667,2,493.0,33.0,4.8884381338742395,14.93939393939394,0.5821501014198783,0.44016227180527384,81.13590263691684,67.08814801155575,0.048691820131065,0.5101808624020896,5.1858825370382,5.049304537501519,0.06362707949634795,1.8056205127763425,5.022909477128402,4.9523203197887895,0.02328929611528613,-3.1917764018563664,-2.0077652790967155,-1.2292494028806686
159,LLM-LLM,2,5.0,4.0,4.0,5.0,3.0,4.5,4.5,4.5,3.75,4.25,2,507.0,30.0,4.964497041420119,16.9,0.5680473372781065,0.4418145956607495,69.03353057199212,57.191559171597646,0.06508456471892686,0.5101808624020896,5.503506821312299,5.510415553260367,-0.05888880162181721,1.6746959988859265,4.932662563105011,4.902206047405592,0.03094251714911983,-3.0887681666542504,-1.9641406465979183,-1.1257891654968262
160,LLM-LLM,2,5.0,5.0,2.0,5.0,4.0,4.5,5.0,3.5,4.25,4.25,2,524.0,19.0,4.561068702290076,27.57894736842105,0.5438931297709924,0.39122137404580154,62.977099236641216,60.660689031739665,0.08592947051916267,0.6225746453254333,6.381749448613495,6.489848568955034,-0.14599805283171188,1.367777885177305,4.966349179444887,4.891303699917938,0.07156834821177697,-3.349301424291399,-2.0775487224260965,-1.1462967956767363
161,LLM-LLM,2,5.0,4.0,2.5,5.0,2.0,4.0,4.5,3.75,3.0,3.75,2,569.0,24.0,4.639718804920914,23.708333333333332,0.5131810193321616,0.36203866432337434,93.14586994727591,59.36506627123613,0.07893873345028656,0.6370436589002304,5.889834736467079,5.786365275227917,0.20493070270056687,1.370209928321968,4.879638757112835,4.8027584159036945,0.0968572861151577,-2.755025054279127,-1.5136739015579224,-1.2339029047224257
162,LLM-LLM,2,4.5,4.5,2.5,2.5,3.0,3.5,4.5,2.5,3.25,3.4166666666666665,2,528.0,24.0,4.791666666666667,22.0,0.5852272727272727,0.4659090909090909,70.07575757575756,57.28454545454545,0.08250770549190013,0.5584152869534479,5.8091441449707615,5.657377470852111,0.2963546747653492,1.4744034833829704,4.978612639307753,5.027803872281604,-0.09583043510252744,-3.0891893770959644,-1.7294502192073398,-1.3015374646467321
163,LLM-LLM,2,4.5,5.0,2.0,4.5,2.5,5.0,4.75,3.25,3.75,3.9166666666666665,2,576.0,36.0,4.710069444444445,16.0,0.5173611111111112,0.3836805555555556,74.65277777777777,65.604375,0.05993625161836626,0.6846522596692208,5.609850912277622,5.601254166084847,-0.04368790653382442,1.58709329298365,4.716635510665481,4.565157343462533,0.11866281323666512,-3.4195847034454347,-2.3893390893936157,-0.6027365232768812
164,LLM-LLM,2,4.5,4.5,1.0,5.0,2.0,5.0,4.5,3.0,3.5,3.6666666666666665,2,581.0,34.0,4.438898450946644,17.08823529411765,0.5060240963855421,0.37865748709122204,72.28915662650603,68.92452035030881,0.06572704601604404,0.5386961309103051,5.324901464515604,5.322702260648018,-0.022328407579237,1.7210410499565671,4.640157603837716,4.6162522605465695,0.03430567932672422,-2.63056460916996,-1.672561702132225,-0.9327089159112227
165,LLM-LLM,2,5.0,5.0,1.5,4.5,1.0,5.0,5.0,3.0,3.0,3.6666666666666665,2,564.0,30.0,4.613475177304965,18.8,0.5301418439716312,0.40070921985815605,78.01418439716312,65.65300000000003,0.06318241827283277,0.5844968437094402,5.61210016150372,5.585471775063878,0.05304146993228758,1.6153131217131773,4.700803544235744,4.6622712013652325,0.03121507115828755,-2.4998831309770284,-1.4097864188646014,-1.0990192360348172
166,LLM-LLM,2,5.0,5.0,2.0,5.0,1.5,5.0,5.0,3.5,3.25,3.9166666666666665,2,574.0,26.0,4.7177700348432055,22.076923076923077,0.5383275261324042,0.4094076655052265,85.3658536585366,59.000790672741914,0.06540160791713383,0.5180594068842657,5.158319988349331,5.057517740967959,0.05993095073679067,1.6824889568942767,4.795493584432589,4.770508277444024,0.06455159959003091,-2.713153086210552,-1.723596823842902,-0.9732472631666396
167,LLM-LLM,2,4.0,4.0,2.5,4.0,2.0,3.5,4.0,3.25,2.75,3.3333333333333335,2,601.0,30.0,4.605657237936772,20.033333333333335,0.4875207986688852,0.3594009983361065,81.53078202995007,63.61298031059347,0.057093855043871086,0.5497302800971586,5.800537024236379,5.875926462631816,-0.05218352393862697,1.4533118852725102,4.556798469319157,4.541479577013511,-0.0032634458658512113,-2.8036952643167403,-1.8733471859069097,-0.825475686788559
168,H-LLM,2,4.5,5.0,3.0,5.0,2.0,2.5,4.75,4.0,2.25,3.6666666666666665,1,472.0,24.0,4.684322033898305,19.666666666666668,0.4724576271186441,0.326271186440678,61.440677966101696,61.765706214689274,0.116882190239511,0.6704489238722557,5.126029521448112,5.135377340222616,-0.04935274294885706,1.7516040406506057,4.915380333501361,4.859260587238031,0.041691445215327444,-1.7847947478294373,-1.0405557602643967,-0.7798738161722819
169,H-LLM,2,5.0,5.0,3.5,5.0,4.0,5.0,5.0,4.25,4.5,4.583333333333333,1,470.0,39.0,4.593617021276596,12.051282051282051,0.5170212765957447,0.3595744680851064,78.72340425531915,74.54294871794873,0.05968890915036373,0.636425191324,4.629670961298304,4.570320460424058,0.03135715934537411,1.9663063755227408,4.572925466766332,4.644060204746563,-0.11778203575657903,-2.2935756370425224,-1.5802598968148232,-0.7158104499181112
170,H-LLM,2,4.5,4.5,2.5,4.5,3.0,3.5,4.5,3.5,3.25,3.75,1,441.0,33.0,4.403628117913832,13.363636363636363,0.5850340136054422,0.4444444444444444,49.88662131519275,75.67499072356217,0.05251773095109727,0.6423651532304706,4.461198255950011,4.4898257308798355,-0.04444857543269644,2.019046949100691,5.023767961350105,4.947430165433667,0.06649043673295164,-2.464355230331421,-1.4316688855489095,-0.8783198595046997
172,H-LLM,2,4.0,4.5,4.0,4.0,3.5,3.5,4.25,4.0,3.5,3.9166666666666665,1,488.0,18.0,4.409836065573771,27.11111111111111,0.5061475409836066,0.375,114.75409836065575,57.271320582877976,0.13406821742215005,0.5749549055293107,4.683498054769756,5.079328146088624,-0.6895699186016484,1.7578653342921644,4.763200183473034,4.665341862905746,0.10663273401344625,-2.2542764719794777,-1.3533479325911577,-0.6645845323801041
173,H-LLM,2,3.5,3.5,4.5,3.0,5.0,4.5,3.5,3.75,4.75,4.0,1,443.0,42.0,4.320541760722348,10.547619047619047,0.5507900677200903,0.3972911963882618,65.4627539503386,76.96347817908203,0.0662861960645215,0.6178698122790816,3.8871018085353604,3.888329905999849,0.004062858646482645,2.3914741355502263,5.105622255938814,5.205044936564205,-0.12971686203687247,-2.3033570369084675,-1.0220009565353394,-1.1746363128934587
174,H-LLM,2,4.0,3.5,2.5,4.0,2.0,3.5,3.75,3.25,2.75,3.25,1,463.0,19.0,4.524838012958964,24.36842105263158,0.550755939524838,0.43412526997840173,71.27429805615552,60.04316926224851,0.08783248269635016,0.6075293006670415,6.047089568105847,6.123201785077922,-0.2664495560063497,1.4668547074091067,4.691984819436251,4.70132084066463,-0.04194004407128163,-2.4623808935284615,-1.3320268467068672,-1.0844123442967732
175,H-LLM,2,3.5,3.5,4.0,2.5,3.0,3.5,3.5,3.25,3.25,3.3333333333333335,1,413.0,32.0,4.336561743341404,12.90625,0.5254237288135594,0.36561743341404357,67.79661016949153,75.54096738801456,0.06708944951118403,0.6225746453254333,4.671809849262699,4.744528719855766,-0.04153567749054972,1.890406101251005,5.091246636253179,4.966772116040048,0.1353646376044879,-2.1036523410252164,-1.2178863457271032,-0.7665148698366605
176,H-LLM,2,3.0,4.0,3.0,4.0,3.0,3.5,3.5,3.5,3.25,3.4166666666666665,1,463.0,35.0,4.496760259179266,13.228571428571428,0.5053995680345572,0.3650107991360691,69.11447084233262,70.07106695464365,0.08411288693172966,0.6669255771971063,4.679950977256281,4.667752335759157,-0.025258005303646774,1.898805885551818,4.963137800131374,4.861053447975653,0.10176162237316812,-2.5520172268152237,-1.2793718427419662,-1.0882753372192382
177,H-LLM,2,3.5,4.0,3.0,4.0,3.0,4.0,3.75,3.5,3.5,3.5833333333333335,1,461.0,26.0,4.377440347071584,17.73076923076923,0.5119305856832972,0.368763557483731,78.09110629067246,72.12330176873022,0.11273459712433997,0.5497302800971586,4.226007560725057,4.028334482227231,0.2685801530636854,1.9187397346356838,4.965578668560133,4.864572558678588,0.16619497234898972,-2.6059491112828255,-1.5554852709174156,-0.8201760053634644
178,H-LLM,2,4.0,4.5,2.0,4.5,1.0,3.5,4.25,3.25,2.25,3.25,1,435.0,14.0,4.685057471264368,31.071428571428573,0.5172413793103449,0.4,78.16091954022988,49.856120689655185,0.1840337081153156,0.5988062312083673,5.959923391297698,5.962020653847071,0.2617197366388541,1.213703991354652,4.733215865672052,4.605187746398841,0.130353944906379,-2.333027386665344,-1.1910606145858764,-1.0136249320847648
179,H-LLM,2,3.0,3.5,3.0,3.0,2.5,3.5,3.25,3.0,3.0,3.0833333333333335,1,540.0,27.0,4.564814814814815,20.0,0.5425925925925926,0.4185185185185185,103.7037037037037,65.27500000000003,0.06127328113973569,0.5749549055293107,5.650485319949928,5.680918163396004,0.0263889258846645,1.5809047788349324,4.880535415305052,4.844878804163748,0.10599971806512902,-2.125097314516703,-1.0541162093480427,-1.1092705866869759
