id,ep_s0,ep_s_final,ep_total_drop,ep_n_body_sentences,ep_mean_delta,ep_var_delta,ep_max_delta,ep_max_delta_pos,ep_frac_negative_drops,ep_slope_norm,ep_linearity_r2,ep_auc,ep_mean_delta_tail,ep_mean_delta_rest,ep_tail_share,ep_tail_ratio,ep_n_sentences_total,ep_n_target_sentences,cond
conv_1547fb2c3c8a489186d0682465ab3451,1.8232603073120117,1.4976189136505127,0.325641393661499,6.0,0.05427356561024984,0.003214680980802439,0.15890002250671387,1.0,0.0,0.22163860457284115,0.7031115020889543,0.394443818048833,0.15890002250671387,0.03334827423095703,0.48796014757229805,4.764864934426136,8.0,2.0,LLM-LLM
conv_1a4cdabdded94039ac38c6be264efe9f,4.295729637145996,2.2125813961029053,2.083148241043091,34.0,0.061269065913032085,0.032115491509575565,0.7067797183990479,0.029411764705882353,0.4411764705882353,1.2788044818035975,0.8928945501457765,0.583212880858459,0.0966179711478097,0.052104534926237886,0.324665227711309,1.8543102108979104,36.0,2.0,LLM-LLM
conv_1b0e1bf3782340208c862eb1953a6489,3.3865933418273926,1.2408041954040527,2.14578914642334,32.0,0.06705591082572937,0.13415094211944378,0.912259578704834,0.71875,0.46875,0.2574602830444963,0.0507083638155752,0.44414437826024444,0.20632652441660562,0.03491653845860408,0.5769248803234456,5.909134568457285,34.0,2.0,LLM-LLM
conv_23a11cb8a62046a39c8eaeb4b4f1a0fc,5.432484149932861,2.0211894512176514,3.41129469871521,18.0,0.189516372150845,0.14389490160755766,1.286940097808838,1.0,0.16666666666666666,2.424864473726727,0.7746738265851882,0.31563172790048416,0.4333708882331848,0.11984365327017647,0.5081600113838356,3.6161354932679672,20.0,2.0,LLM-LLM
conv_24be5ad5ae8b490a89787a75511dc012,2.076369285583496,1.528209924697876,0.5481593608856201,8.0,0.06851992011070251,0.0037092925102113483,0.21011459827423096,1.0,0.0,0.47246542431059335,0.8722062674662483,0.36742995065126327,0.11861753463745117,0.051820715268452965,0.43278485455692917,2.288998405810548,10.0,2.0,LLM-LLM
conv_25b3327db15a448db32cb8f42d05655e,4.3534746170043945,2.4757239818573,1.8777506351470947,28.0,0.06706252268382482,0.033071826500634526,0.8575794696807861,0.03571428571428571,0.42857142857142855,0.9404208121171859,0.9197503657763546,0.6690680546166051,0.05413937568664551,0.07058701731941917,0.17299222167187647,0.7669877229923872,30.0,2.0,LLM-LLM
conv_272a28c1cb76483fb0bcc11661b06dbc,5.1021528244018555,2.9265336990356445,2.175619125366211,24.0,0.09065079689025879,0.042681464519257396,0.6945533752441406,0.9583333333333334,0.375,0.8889544287971832,0.4873514572040474,0.4165655913450594,0.24325284957885743,0.050492361972206516,0.5590428185308214,4.8176167657349005,26.0,2.0,LLM-LLM
conv_292771c4d36a4702b327c98371d9c388,3.0532290935516357,0.8939288854598999,2.159300208091736,28.0,0.07711786457470485,0.05536480061568836,1.0437018871307373,0.03571428571428571,0.39285714285714285,1.4443070605340131,0.8138341913563396,0.6040468089977384,0.017008682092030842,0.0935112779790705,0.04726165086714495,0.18188909893668323,30.0,2.0,LLM-LLM
conv_2b6a9fdd2b264202b6fbc798e053f3c0,4.8745598793029785,2.174518585205078,2.7000412940979004,27.0,0.10000152941103335,0.03519108855551149,0.5829792022705078,0.14814814814814814,0.2222222222222222,1.8270387387537692,0.8247385601090614,0.5701993016058066,0.14063916206359864,0.0907657038081776,0.2604389095289504,1.5494747042431642,29.0,2.0,LLM-LLM
conv_30e43acd01e24513a5f6f65aa3fc5f50,,,,,,,,,,,,,,,,,6.0,2.0,LLM-LLM
conv_31e18dd54ab64e43899d86184657e442,4.234671592712402,2.1077933311462402,2.126878261566162,24.0,0.08861992756525676,0.03125051258236016,0.42659687995910645,0.041666666666666664,0.3333333333333333,1.2350804577703063,0.8848482515566723,0.5892348181708598,0.07685494422912598,0.09171597581160695,0.18067546605260934,0.8379668160211597,26.0,2.0,LLM-LLM
conv_339a89acf32545fa80f53e02c9fd766b,4.791165828704834,1.267699122428894,3.52346670627594,35.0,0.10067047732216972,0.10594260723306863,0.950991153717041,0.9714285714285714,0.42857142857142855,1.7548349172461262,0.739600592514758,0.46524882564968323,0.18972977570125035,0.07840565272739955,0.3769323057723656,2.419848175499566,37.0,2.0,LLM-LLM
conv_3cd6a9b2f37747109eaa80d6ec7ce875,3.481135606765747,1.9622443914413452,1.5188912153244019,16.0,0.09493070095777512,0.0316204773221162,0.3338966369628906,0.4375,0.3125,1.2294722529018627,0.8479215239198685,0.4262249803455402,0.21759021282196045,0.06662465975834773,0.42976786742852013,3.26591105472321,18.0,2.0,LLM-LLM
conv_3ef9d32d64f54bdf9885057da0285cef,,,,,,,,,,,,,,,,,6.0,2.0,LLM-LLM
conv_423a3b9f2e0640e789caf6a9f5e374b9,4.550200462341309,0.9860143661499023,3.5641860961914062,33.0,0.10800563927852747,0.08482322995533523,0.7890254259109497,0.6363636363636364,0.2727272727272727,2.180860330076778,0.7070785838262583,0.4759092968579981,0.19019910267421178,0.0858766299027663,0.3735477561461154,2.214794675682598,35.0,2.0,LLM-LLM
conv_462717bcc40d4415847da0610f472914,3.0251448154449463,1.2185343503952026,1.8066104650497437,27.0,0.06691149870554607,0.03522088056940923,0.7231838703155518,0.037037037037037035,0.37037037037037035,0.7737204602786475,0.8033586086156044,0.5799970807234442,0.09813697338104248,0.059814799915660515,0.27160523887018545,1.640680459007079,29.0,2.0,LLM-LLM
conv_4a6a4f5ea2f54cbeb47af1cc5ce458ac,3.7447195053100586,1.4183629751205444,2.326356530189514,27.0,0.08616135296998201,0.018526578555380493,0.5140132904052734,0.037037037037037035,0.3333333333333333,1.2909776640462352,0.8663845696582599,0.5800074209609687,0.1515557050704956,0.07129900021986528,0.32573619542776894,2.1256357677266453,29.0,2.0,LLM-LLM
conv_4f8a0b7e568d40eba7e40164ecf1db73,4.446347236633301,2.2946250438690186,2.1517221927642822,24.0,0.08965509136517842,0.0662304653702131,0.6278047561645508,1.0,0.4166666666666667,0.7729391869254737,0.5177717088993641,0.49165615140441177,0.15624256134033204,0.07213207295066432,0.3630639723513977,2.1660622653558868,26.0,2.0,LLM-LLM
conv_59e7ea5807ff4367bf49dd3541d68e49,4.812075614929199,2.1776723861694336,2.6344032287597656,34.0,0.07748244790469899,0.051247818749576214,0.809718132019043,0.029411764705882353,0.4117647058823529,1.5157085567325748,0.8203022045933295,0.5452115758400645,0.10236794607979911,0.07103065208152488,0.272006811537331,1.4411798720685696,36.0,2.0,LLM-LLM
conv_5e251a7c51a949a983e10fa3b1d5a65f,5.924091815948486,2.513944625854492,3.410147190093994,27.0,0.12630174778125905,0.14074700736079648,1.171410083770752,0.037037037037037035,0.4444444444444444,1.6647214981225824,0.7433935409598353,0.46287871086695737,0.19666972160339355,0.11030902645804665,0.2883595789863439,1.7828978091669778,29.0,2.0,LLM-LLM
