id,ep_s0,ep_s_final,ep_total_drop,ep_n_body_sentences,ep_mean_delta,ep_var_delta,ep_max_delta,ep_max_delta_pos,ep_frac_negative_drops,ep_slope_norm,ep_linearity_r2,ep_auc,ep_mean_delta_tail,ep_mean_delta_rest,ep_tail_share,ep_tail_ratio,ep_n_sentences_total,ep_n_target_sentences,cond
conv_5eaea7f6b22e45d58a8dc6d7dc13cfea,4.5337395668029785,2.7987027168273926,1.735036849975586,26.0,0.06673218653752254,0.0190929658432333,0.40450549125671387,0.7692307692307693,0.23076923076923078,0.8538041771782773,0.5915846002771779,0.46699853271306146,0.15056166648864747,0.04677278654915946,0.4338860770904262,3.2190014236248916,28.0,2.0,LLM-LLM
conv_5f83922b1e334cfcb374e90c11c81c1e,2.5810327529907227,1.24418306350708,1.3368496894836426,16.0,0.08355310559272766,0.011141120540949068,0.3121798038482666,0.875,0.3125,1.2357289454516243,0.768607001832445,0.3105118088873607,0.19064116477966309,0.05884047654958872,0.4278143600122272,3.2399663625939077,18.0,2.0,LLM-LLM
conv_61b8da5870584552bbd7133619cd3436,4.633164882659912,2.697721004486084,1.9354438781738281,28.0,0.0691229956490653,0.021587301807417757,0.5216221809387207,0.03571428571428571,0.32142857142857145,0.9689995192019879,0.7575102930749591,0.6072263461005108,0.10978539784749348,0.05803324959494851,0.34034176578991454,1.8917671957671958,30.0,2.0,LLM-LLM
conv_628470d6e6cb42949e29a2c7866a28ab,2.4211175441741943,1.4852102994918823,0.935907244682312,16.0,0.0584942027926445,0.007630724484465057,0.2741665840148926,0.0625,0.25,0.6237578728619744,0.9307500716044537,0.5214052233937281,0.06631139914194743,0.05669023440434383,0.21255759965120186,1.1697146755291312,18.0,2.0,LLM-LLM
conv_6553a073e7d2443dab881a908afab5eb,5.349503993988037,1.8975046873092651,3.451999306678772,29.0,0.11903445885099213,0.26044862501987365,1.6407790184020996,0.034482758620689655,0.4482758620689655,0.6757803371974397,0.19853665076613602,0.4548434029707262,0.3156891067822774,0.06773324634717859,0.5487065530485417,4.660770357353872,31.0,2.0,LLM-LLM
conv_6e1aba5fd20f4bbfbec7436ea83c6a0d,2.044865846633911,1.60612952709198,0.43873631954193115,9.0,0.04874847994910346,0.0018554949850904086,0.12472248077392578,0.8888888888888888,0.0,0.3117527067661285,0.8257591056834219,0.4478709258926665,0.10785424709320068,0.03186111790793283,0.49165862176993885,3.385136937280753,11.0,2.0,LLM-LLM
conv_6f7b4058431b47a49069aa04afdcc338,4.956079006195068,2.36826753616333,2.5878114700317383,32.0,0.08086910843849182,0.07288163989347307,1.16111421585083,0.03125,0.375,1.120332131987093,0.7443765543399916,0.5584222834701238,0.1545029083887736,0.06387669306534988,0.3582244924207219,2.4187681136014256,34.0,2.0,LLM-LLM
conv_707f254a59ed4e7197458f3c8ff2db0c,3.1802310943603516,0.905624270439148,2.2746068239212036,37.0,0.061475860105978476,0.05121702418964896,0.5647801160812378,1.0,0.3783783783783784,0.8239078615841113,0.33882959862981876,0.3765689218307912,0.19335240977151052,0.030704665184020995,0.5950333280313153,6.297167176801947,39.0,2.0,LLM-LLM
conv_7797d9bff9bd4f9b95d96c326f277474,3.000272035598755,1.1466155052185059,1.853656530380249,29.0,0.0639191907027672,0.030264444590552678,0.4659137725830078,0.034482758620689655,0.41379310344827586,1.2125007918902804,0.7968899219316661,0.48732710779337546,0.1494519313176473,0.04160630184671153,0.4837528275650599,3.5920503549742824,31.0,2.0,LLM-LLM
conv_7a911b33d930428b9119a670406e96b1,4.9047417640686035,2.9737672805786133,1.9309744834899902,34.0,0.0567933671614703,0.0884703815019931,0.8182568550109863,0.029411764705882353,0.4117647058823529,0.8583672065239447,0.5640912839732044,0.4687742851237435,0.05536988803318569,0.05716241730584039,0.20072208076607087,0.9686414718421722,36.0,2.0,LLM-LLM
conv_7d762b87dbd44caea8f4fa1416239173,2.090527296066284,1.713883638381958,0.37664365768432617,9.0,0.04184929529825846,0.002248671548617015,0.12632215023040771,1.0,0.3333333333333333,0.21574618220329275,0.7439463119189593,0.4662932902099914,0.09214538335800171,0.02747898442404611,0.4892974113756664,3.3533038170569287,11.0,2.0,LLM-LLM
conv_82c64af3c66e49f0af6f2ea136288acd,2.72879695892334,1.015027403831482,1.713769555091858,23.0,0.07451171978660252,0.017049074472159996,0.3351712226867676,0.043478260869565216,0.21739130434782608,1.1998350918292997,0.9082251098266073,0.5170970232826252,0.1092254638671875,0.06486901309755114,0.3186702189412305,1.6837848866751275,25.0,2.0,LLM-LLM
conv_84882a79161947c39f9842b344c773f2,5.124688148498535,2.305227518081665,2.81946063041687,31.0,0.09095034291667323,0.10349248565903978,1.00274658203125,0.03225806451612903,0.45161290322580644,1.0463620752096168,0.597950852220341,0.7707795101650406,0.018178860346476238,0.10841549873352051,0.03868582554484205,0.16767768961851942,33.0,2.0,LLM-LLM
conv_8947486e0260400c9e413aead1502092,2.2241740226745605,1.6597797870635986,0.5643942356109619,9.0,0.0627104706234402,0.002729984659586052,0.14548802375793457,0.1111111111111111,0.1111111111111111,0.48398033380508415,0.9490893030600652,0.5270056998843802,0.03880107402801514,0.06954172679356166,0.13749635123757994,0.5579538475252162,11.0,2.0,LLM-LLM
conv_99ec489eabc540348ba85f02a06c64cf,5.579952239990234,2.4875004291534424,3.092451810836792,26.0,0.11894045426295353,0.10755021047749364,1.3307642936706543,0.038461538461538464,0.38461538461538464,0.6448916032579205,0.2873549702001138,0.5671979455515179,0.244769287109375,0.08898120834713891,0.3957527911213311,2.7507975184430644,28.0,2.0,LLM-LLM
conv_a04661581cc44199925519416c49193a,3.6976702213287354,0.9528425931930542,2.744827628135681,34.0,0.08073022435693179,0.10165853849582285,1.4390451908111572,0.029411764705882353,0.35294117647058826,1.1746961020804072,0.6382488972354847,0.623365786516449,0.08230391570499965,0.08032223030372902,0.20989566121728015,1.0246716929270654,36.0,2.0,LLM-LLM
conv_a5f55403da744ff0b966103e3911c44e,4.619996070861816,2.967515707015991,1.6524803638458252,32.0,0.05164001137018204,0.026024137679653447,0.4299440383911133,0.03125,0.3125,1.2513383015159985,0.7257636654955517,0.40037466382941583,0.10801740487416585,0.038629843638493463,0.3922009867255903,2.796216466341836,34.0,2.0,LLM-LLM
